age,job,education,loan,contact,duration,pdays
52,blue-collar,basic.6y,no,cellular,100,999
50,blue-collar,basic.4y,no,cellular,119,999
33,self-employed,basic.9y,no,cellular,116,999
34,admin,high.school,no,cellular,178,999
45,management,university.degree,no,cellular,156,999
52,services,professional.course,yes,cellular,173,999
46,technician,university.degree,no,cellular,74,999
32,admin,university.degree,no,cellular,79,999
35,admin,university.degree,no,cellular,193,999
41,technician,university.degree,no,cellular,93,999
33,self-employed,basic.9y,no,cellular,1000,999
35,admin,university.degree,no,cellular,494,999
38,admin,university.degree,no,cellular,172,999
38,admin,university.degree,no,cellular,273,999
41,technician,university.degree,no,cellular,519,999
41,technician,university.degree,no,cellular,167,999
51,admin,university.degree,no,cellular,88,999
41,technician,university.degree,no,cellular,191,999
34,admin,high.school,yes,cellular,63,999
51,admin,university.degree,yes,cellular,204,999
47,technician,professional.course,no,cellular,127,999
48,entrepreneur,university.degree,no,cellular,83,999
31,admin,university.degree,no,cellular,136,999
31,technician,university.degree,no,cellular,52,999
49,housemaid,basic.4y,no,cellular,448,999
58,admin,high.school,no,cellular,528,999
46,blue-collar,basic.9y,no,cellular,140,999
50,blue-collar,basic.6y,no,cellular,733,999
52,blue-collar,basic.6y,no,cellular,88,999
29,technician,high.school,no,cellular,580,999
38,technician,professional.course,no,cellular,93,999
34,technician,professional.course,no,cellular,80,999
34,technician,professional.course,no,cellular,72,999
31,admin,university.degree,no,cellular,258,999
38,technician,professional.course,no,cellular,848,999
58,self-employed,university.degree,no,cellular,173,999
30,admin,high.school,no,cellular,406,999
33,technician,professional.course,no,cellular,229,999
50,blue-collar,basic.6y,no,cellular,604,999
58,self-employed,university.degree,no,cellular,1242,999
53,entrepreneur,university.degree,no,cellular,899,999
49,services,high.school,no,cellular,889,999
31,unemployed,university.degree,no,cellular,420,999
32,technician,university.degree,yes,cellular,515,999
29,admin,university.degree,no,cellular,79,999
48,housemaid,basic.6y,no,cellular,71,999
57,retired,basic.9y,no,cellular,27,999
30,blue-collar,high.school,no,cellular,358,999
38,technician,professional.course,yes,cellular,498,999
36,admin,university.degree,unknown,cellular,114,999
42,self-employed,university.degree,yes,cellular,327,999
52,blue-collar,basic.4y,no,cellular,209,999
31,admin,university.degree,no,cellular,367,999
32,admin,university.degree,no,cellular,255,999
36,admin,university.degree,no,cellular,258,999
31,management,university.degree,no,cellular,72,999
36,management,university.degree,no,cellular,99,999
49,technician,professional.course,no,cellular,92,999
39,technician,high.school,no,cellular,177,999
31,management,university.degree,no,cellular,413,999
40,admin,university.degree,no,cellular,144,999
37,technician,high.school,yes,telephone,144,999
38,technician,high.school,no,cellular,102,999
32,admin,university.degree,no,cellular,155,999
34,admin,university.degree,no,cellular,145,999
34,technician,high.school,no,cellular,77,999
43,admin,high.school,no,cellular,210,999
33,technician,professional.course,yes,cellular,106,999
44,admin,university.degree,no,cellular,105,999
31,technician,professional.course,yes,cellular,98,999
55,blue-collar,basic.4y,yes,cellular,588,999
32,management,university.degree,no,cellular,73,999
56,unknown,basic.4y,no,cellular,106,999
50,admin,high.school,no,cellular,104,999
33,technician,high.school,no,cellular,73,999
29,technician,professional.course,no,cellular,111,999
33,technician,professional.course,no,cellular,303,999
47,admin,university.degree,no,cellular,39,999
37,admin,university.degree,no,cellular,86,999
34,admin,university.degree,no,cellular,217,999
34,admin,university.degree,no,cellular,55,999
43,admin,university.degree,unknown,cellular,72,999
47,retired,basic.9y,yes,cellular,97,999
34,admin,university.degree,no,cellular,667,999
35,admin,university.degree,no,cellular,347,999
55,services,high.school,no,cellular,33,999
49,services,high.school,no,cellular,212,999
56,admin,university.degree,no,cellular,165,999
49,services,high.school,yes,cellular,382,999
45,admin,university.degree,no,cellular,226,999
32,technician,high.school,no,cellular,47,999
37,housemaid,university.degree,yes,cellular,103,999
44,technician,professional.course,no,cellular,147,999
35,unemployed,university.degree,no,cellular,386,999
36,technician,professional.course,no,cellular,45,999
35,admin,university.degree,yes,cellular,121,999
44,admin,high.school,no,cellular,116,999
44,admin,high.school,no,cellular,126,999
44,technician,professional.course,yes,cellular,607,999
43,management,university.degree,no,cellular,269,999
40,technician,professional.course,no,cellular,505,999
50,blue-collar,basic.4y,no,cellular,82,999
32,admin,university.degree,yes,cellular,71,999
32,admin,university.degree,no,cellular,218,999
44,admin,high.school,no,cellular,758,999
32,admin,university.degree,no,cellular,270,999
45,blue-collar,basic.4y,yes,cellular,187,999
49,services,high.school,no,cellular,565,999
38,admin,university.degree,no,cellular,226,999
33,admin,university.degree,no,cellular,172,999
29,admin,university.degree,no,cellular,72,999
29,admin,university.degree,yes,cellular,164,999
32,technician,high.school,no,cellular,55,999
41,self-employed,professional.course,no,cellular,69,999
41,self-employed,professional.course,no,cellular,323,999
36,admin,university.degree,no,cellular,123,999
45,services,high.school,no,cellular,138,999
37,admin,university.degree,yes,cellular,243,999
59,retired,basic.4y,no,cellular,163,999
35,technician,professional.course,no,cellular,166,999
45,technician,professional.course,no,cellular,82,999
29,admin,high.school,no,cellular,102,999
59,retired,basic.4y,no,cellular,555,999
50,admin,basic.4y,no,cellular,179,999
34,technician,professional.course,no,cellular,187,999
55,services,high.school,no,cellular,123,999
40,admin,university.degree,no,cellular,257,999
31,admin,university.degree,no,cellular,155,999
35,admin,university.degree,no,cellular,90,999
31,admin,university.degree,no,cellular,275,999
32,technician,high.school,no,cellular,111,999
52,services,high.school,no,cellular,99,999
39,technician,university.degree,no,cellular,57,999
36,technician,university.degree,no,cellular,101,999
34,admin,university.degree,no,cellular,72,999
46,blue-collar,basic.6y,yes,cellular,104,999
36,housemaid,basic.6y,no,cellular,210,999
38,technician,high.school,no,cellular,384,999
51,technician,professional.course,yes,cellular,273,999
31,admin,university.degree,no,cellular,70,999
39,technician,professional.course,no,cellular,71,999
56,retired,basic.4y,no,cellular,97,999
45,admin,university.degree,no,cellular,237,999
54,retired,basic.4y,no,cellular,116,999
57,technician,high.school,no,cellular,72,999
37,admin,university.degree,yes,cellular,170,999
32,admin,university.degree,yes,cellular,217,999
33,technician,professional.course,no,cellular,169,999
47,admin,university.degree,no,cellular,97,999
38,technician,high.school,no,cellular,79,999
33,technician,high.school,no,cellular,119,999
32,admin,university.degree,no,cellular,86,999
40,admin,university.degree,no,cellular,101,999
36,admin,university.degree,no,cellular,107,999
32,admin,university.degree,no,cellular,65,999
32,technician,professional.course,no,cellular,78,999
29,technician,professional.course,no,cellular,965,999
32,unemployed,university.degree,no,cellular,85,999
41,technician,professional.course,no,cellular,26,999
31,admin,university.degree,no,cellular,13,999
51,technician,professional.course,no,cellular,47,999
57,technician,university.degree,yes,cellular,30,999
43,technician,university.degree,no,cellular,38,999
33,admin,university.degree,no,cellular,137,999
41,admin,university.degree,no,cellular,84,999
37,admin,university.degree,no,cellular,94,999
46,admin,high.school,no,cellular,91,999
55,technician,high.school,yes,cellular,71,999
37,technician,university.degree,no,cellular,210,999
29,technician,professional.course,no,cellular,121,999
31,admin,university.degree,no,cellular,96,999
36,admin,university.degree,no,cellular,165,999
52,admin,basic.9y,no,cellular,82,999
41,technician,professional.course,yes,cellular,100,999
34,technician,university.degree,unknown,cellular,81,999
31,admin,university.degree,no,cellular,180,999
45,admin,unknown,no,cellular,54,999
35,management,university.degree,no,cellular,108,999
50,admin,university.degree,no,cellular,84,999
42,management,university.degree,no,cellular,161,999
33,services,university.degree,no,cellular,198,999
40,admin,university.degree,no,cellular,262,999
50,unemployed,basic.9y,no,cellular,74,999
37,admin,university.degree,no,cellular,72,999
31,admin,university.degree,no,cellular,23,999
32,technician,professional.course,no,cellular,109,999
35,admin,university.degree,yes,cellular,125,999
32,admin,university.degree,no,cellular,12,999
41,admin,university.degree,no,cellular,12,999
37,technician,professional.course,no,cellular,19,999
31,admin,university.degree,no,cellular,87,999
59,retired,university.degree,no,cellular,17,999
33,services,professional.course,no,cellular,56,999
33,technician,professional.course,no,cellular,80,999
31,admin,university.degree,no,cellular,80,999
37,admin,university.degree,no,cellular,105,999
46,housemaid,basic.4y,no,cellular,75,999
46,technician,professional.course,no,cellular,81,999
40,admin,high.school,no,cellular,46,999
43,admin,university.degree,no,cellular,94,999
33,services,professional.course,no,cellular,147,999
38,unknown,unknown,no,cellular,79,999
37,technician,university.degree,yes,cellular,126,999
33,services,professional.course,yes,cellular,331,999
46,technician,university.degree,no,cellular,13,999
46,technician,university.degree,no,cellular,16,999
48,admin,university.degree,no,cellular,44,999
32,technician,university.degree,no,cellular,271,999
36,admin,university.degree,no,cellular,86,999
50,unemployed,basic.9y,no,telephone,192,999
46,admin,high.school,unknown,cellular,180,999
58,housemaid,basic.9y,no,cellular,54,999
56,admin,university.degree,no,cellular,95,999
57,admin,university.degree,no,cellular,80,999
44,technician,professional.course,no,cellular,82,999
37,technician,university.degree,no,cellular,716,999
57,management,university.degree,no,cellular,77,999
40,admin,university.degree,yes,cellular,14,999
36,admin,university.degree,no,cellular,63,999
48,services,basic.9y,no,cellular,110,999
47,admin,high.school,yes,cellular,59,999
37,admin,university.degree,yes,cellular,192,999
58,self-employed,basic.6y,no,cellular,157,999
37,admin,university.degree,no,cellular,535,999
41,admin,university.degree,no,cellular,15,999
37,admin,university.degree,yes,cellular,156,999
44,admin,basic.9y,yes,cellular,452,999
52,technician,professional.course,no,cellular,205,999
40,technician,professional.course,no,cellular,302,999
34,technician,university.degree,no,cellular,99,999
32,technician,university.degree,no,cellular,151,999
30,technician,professional.course,no,cellular,56,999
49,admin,university.degree,no,cellular,54,999
30,technician,high.school,no,cellular,81,999
35,technician,university.degree,no,cellular,88,999
48,admin,university.degree,no,cellular,122,999
37,technician,university.degree,yes,cellular,180,999
35,admin,university.degree,no,cellular,82,999
40,technician,professional.course,yes,cellular,49,999
29,management,university.degree,no,cellular,82,999
37,admin,university.degree,yes,cellular,71,999
54,management,university.degree,yes,cellular,121,999
30,technician,university.degree,no,cellular,66,999
53,technician,professional.course,no,cellular,70,999
45,admin,unknown,yes,cellular,105,999
41,admin,university.degree,no,cellular,12,999
47,technician,university.degree,no,cellular,13,999
57,retired,university.degree,no,cellular,327,999
38,unknown,unknown,no,cellular,44,999
32,technician,professional.course,no,cellular,183,999
46,admin,high.school,no,cellular,82,999
32,unemployed,university.degree,no,cellular,72,999
46,services,basic.9y,no,cellular,70,999
50,housemaid,basic.9y,no,cellular,20,999
57,technician,university.degree,no,cellular,23,999
30,admin,university.degree,no,cellular,117,999
35,admin,university.degree,no,cellular,28,999
50,admin,university.degree,no,cellular,203,999
53,housemaid,basic.4y,no,telephone,51,999
31,unemployed,university.degree,no,cellular,22,999
30,technician,university.degree,no,cellular,31,999
46,admin,high.school,no,cellular,16,999
42,housemaid,university.degree,yes,cellular,2372,999
39,admin,university.degree,no,cellular,86,999
30,management,university.degree,yes,cellular,308,999
46,technician,professional.course,no,cellular,93,999
57,management,university.degree,no,cellular,203,999
41,technician,professional.course,no,cellular,68,999
41,admin,university.degree,no,cellular,19,999
31,admin,university.degree,no,cellular,98,999
33,technician,university.degree,no,cellular,9,999
54,management,university.degree,no,cellular,11,999
58,self-employed,basic.6y,no,cellular,79,999
47,admin,high.school,no,cellular,144,999
41,self-employed,basic.6y,no,telephone,85,999
38,admin,university.degree,no,cellular,1126,999
58,retired,university.degree,no,cellular,17,999
30,technician,professional.course,no,cellular,16,999
39,admin,university.degree,no,cellular,276,999
31,admin,university.degree,no,telephone,146,999
48,admin,university.degree,no,cellular,183,999
58,retired,university.degree,no,cellular,156,999
31,admin,university.degree,no,cellular,1037,999
47,admin,university.degree,no,cellular,507,999
44,admin,basic.9y,yes,cellular,18,999
38,unknown,unknown,no,cellular,27,999
37,technician,professional.course,no,cellular,17,999
34,admin,university.degree,yes,telephone,19,999
32,technician,university.degree,no,cellular,12,999
35,admin,university.degree,no,cellular,32,999
42,housemaid,university.degree,unknown,telephone,12,999
45,admin,unknown,no,cellular,7,999
42,management,university.degree,no,cellular,715,999
30,management,university.degree,no,cellular,56,999
32,technician,university.degree,yes,cellular,195,999
50,admin,high.school,yes,cellular,95,999
32,technician,university.degree,no,cellular,83,999
32,admin,university.degree,no,cellular,66,999
34,technician,university.degree,no,cellular,8,999
50,blue-collar,basic.9y,yes,cellular,46,999
38,admin,university.degree,no,cellular,25,999
48,blue-collar,basic.9y,yes,cellular,85,999
39,technician,university.degree,no,cellular,76,999
45,management,university.degree,no,cellular,26,999
31,technician,university.degree,no,cellular,958,999
39,technician,university.degree,no,cellular,88,999
29,admin,university.degree,no,cellular,20,999
30,admin,university.degree,yes,telephone,50,999
30,admin,university.degree,no,cellular,45,999
35,technician,university.degree,no,cellular,18,999
43,technician,high.school,no,cellular,248,999
33,admin,university.degree,no,cellular,49,999
45,services,professional.course,no,cellular,16,999
40,technician,professional.course,no,cellular,258,999
48,blue-collar,basic.9y,no,cellular,13,999
39,technician,university.degree,no,cellular,64,999
35,technician,university.degree,no,cellular,104,999
39,technician,professional.course,no,cellular,23,999
35,technician,university.degree,no,cellular,35,999
55,unknown,unknown,no,cellular,16,999
53,technician,professional.course,no,cellular,158,999
56,blue-collar,high.school,no,cellular,69,999
45,admin,university.degree,no,cellular,77,999
45,services,professional.course,yes,cellular,65,999
45,technician,professional.course,no,cellular,76,999
52,technician,professional.course,no,cellular,31,999
39,technician,professional.course,no,cellular,97,999
37,technician,professional.course,no,cellular,140,999
53,self-employed,university.degree,no,cellular,131,999
53,self-employed,university.degree,no,cellular,171,999
60,admin,basic.9y,no,cellular,162,999
33,admin,university.degree,no,cellular,289,999
50,management,university.degree,no,cellular,77,999
33,technician,university.degree,no,cellular,68,999
48,technician,university.degree,no,cellular,42,999
29,admin,university.degree,no,cellular,142,999
31,admin,university.degree,yes,cellular,12,999
33,admin,university.degree,no,cellular,402,999
29,admin,university.degree,no,cellular,13,999
30,technician,high.school,no,cellular,77,999
30,admin,university.degree,no,cellular,35,999
53,management,university.degree,no,cellular,88,999
59,retired,university.degree,no,cellular,50,999
37,admin,university.degree,no,cellular,54,999
31,technician,professional.course,no,cellular,66,999
32,self-employed,high.school,no,cellular,29,999
60,admin,basic.9y,no,cellular,259,999
30,admin,university.degree,no,cellular,165,999
33,technician,professional.course,no,cellular,74,999
33,admin,university.degree,yes,cellular,90,999
33,admin,university.degree,no,telephone,158,999
30,technician,professional.course,yes,cellular,22,999
33,admin,university.degree,yes,cellular,44,999
35,services,university.degree,no,cellular,122,999
53,technician,professional.course,no,cellular,43,999
41,management,university.degree,no,cellular,172,999
33,admin,university.degree,no,telephone,46,999
31,admin,university.degree,yes,cellular,140,999
32,admin,university.degree,no,cellular,59,999
35,technician,university.degree,no,cellular,26,999
59,retired,university.degree,no,cellular,77,999
36,admin,university.degree,no,cellular,45,999
30,admin,university.degree,no,cellular,103,999
44,blue-collar,unknown,no,cellular,68,999
49,services,high.school,no,cellular,99,999
36,admin,university.degree,no,cellular,270,999
53,technician,professional.course,yes,cellular,74,999
44,technician,university.degree,no,cellular,214,999
59,admin,high.school,no,cellular,147,999
44,admin,university.degree,no,cellular,460,999
34,admin,university.degree,no,cellular,114,999
31,admin,university.degree,yes,cellular,95,999
48,blue-collar,basic.9y,no,cellular,602,999
30,admin,university.degree,no,cellular,13,999
35,management,university.degree,no,cellular,9,999
45,admin,high.school,no,cellular,52,999
40,technician,professional.course,no,cellular,142,999
33,unemployed,university.degree,no,cellular,126,999
51,blue-collar,professional.course,yes,cellular,17,999
50,admin,basic.9y,no,cellular,15,999
55,blue-collar,basic.4y,yes,cellular,21,999
41,technician,high.school,no,cellular,8,999
53,self-employed,university.degree,yes,telephone,48,999
55,unknown,unknown,no,cellular,60,999
34,technician,professional.course,no,telephone,51,999
32,admin,university.degree,no,cellular,70,999
50,admin,basic.9y,no,cellular,23,999
39,technician,professional.course,no,cellular,199,999
31,admin,high.school,no,cellular,12,999
35,technician,university.degree,yes,telephone,37,999
39,admin,university.degree,yes,cellular,48,999
32,management,university.degree,no,cellular,159,999
32,management,university.degree,no,cellular,245,999
34,admin,university.degree,no,cellular,18,999
31,admin,university.degree,no,cellular,189,999
31,admin,university.degree,no,cellular,36,999
60,retired,high.school,no,cellular,56,999
43,admin,university.degree,no,cellular,62,999
45,services,professional.course,no,telephone,64,999
32,admin,university.degree,no,cellular,39,999
45,services,professional.course,yes,cellular,133,999
49,services,basic.9y,no,cellular,32,999
49,housemaid,basic.4y,no,cellular,310,999
51,admin,university.degree,no,cellular,24,999
45,services,professional.course,no,cellular,125,999
30,admin,university.degree,no,cellular,1109,999
53,self-employed,university.degree,no,telephone,161,999
32,technician,university.degree,no,cellular,76,999
43,admin,university.degree,no,cellular,24,999
38,technician,professional.course,no,cellular,7,999
32,management,university.degree,no,cellular,260,999
35,technician,high.school,yes,cellular,136,999
45,admin,university.degree,no,telephone,58,999
43,admin,university.degree,no,cellular,433,999
40,technician,professional.course,no,cellular,247,999
35,technician,high.school,no,cellular,787,999
33,unemployed,university.degree,yes,cellular,201,999
33,unemployed,university.degree,no,cellular,89,999
37,technician,professional.course,no,cellular,19,999
29,admin,university.degree,no,cellular,15,999
36,admin,university.degree,no,cellular,55,999
31,technician,professional.course,no,cellular,58,999
58,admin,university.degree,no,telephone,688,999
50,management,university.degree,no,cellular,160,999
41,management,university.degree,no,cellular,193,999
34,technician,professional.course,no,cellular,207,999
36,admin,university.degree,no,cellular,106,999
51,admin,university.degree,no,cellular,80,999
55,admin,basic.9y,no,cellular,42,999
34,technician,university.degree,yes,cellular,65,999
51,blue-collar,basic.9y,no,cellular,70,999
45,admin,high.school,no,cellular,45,999
53,entrepreneur,basic.4y,no,cellular,150,999
37,technician,professional.course,no,cellular,92,999
41,admin,university.degree,no,cellular,47,999
53,self-employed,university.degree,no,cellular,59,999
43,admin,university.degree,yes,cellular,24,999
31,technician,university.degree,no,cellular,56,999
35,technician,university.degree,no,cellular,105,999
40,self-employed,university.degree,no,cellular,144,999
48,blue-collar,basic.6y,no,cellular,85,999
33,technician,university.degree,no,telephone,57,999
31,technician,professional.course,no,cellular,71,999
29,admin,university.degree,no,cellular,82,999
33,technician,university.degree,no,cellular,162,999
33,technician,university.degree,no,cellular,120,999
50,blue-collar,basic.4y,no,cellular,73,999
38,management,university.degree,no,telephone,247,999
38,technician,professional.course,no,cellular,119,999
29,admin,university.degree,no,cellular,88,999
49,technician,high.school,no,cellular,114,999
37,technician,professional.course,no,cellular,50,999
31,self-employed,university.degree,no,cellular,73,999
38,admin,university.degree,yes,cellular,62,999
35,technician,high.school,unknown,cellular,171,999
33,admin,university.degree,no,cellular,24,999
48,admin,university.degree,yes,cellular,21,999
40,technician,professional.course,no,cellular,168,999
45,services,professional.course,unknown,cellular,133,999
30,admin,university.degree,no,cellular,183,999
31,technician,university.degree,no,cellular,25,999
45,technician,professional.course,yes,cellular,83,999
29,technician,university.degree,no,cellular,41,999
29,technician,university.degree,no,cellular,204,999
48,services,basic.6y,no,cellular,164,999
51,blue-collar,professional.course,no,cellular,150,999
40,admin,professional.course,yes,cellular,90,999
34,technician,university.degree,no,cellular,643,999
48,services,basic.6y,no,cellular,131,999
42,admin,university.degree,yes,cellular,153,999
42,admin,university.degree,no,cellular,40,999
55,admin,university.degree,yes,cellular,80,999
29,admin,university.degree,no,cellular,488,999
29,admin,university.degree,no,cellular,214,999
37,technician,professional.course,no,cellular,204,999
36,admin,university.degree,yes,cellular,69,999
34,technician,professional.course,no,cellular,36,999
34,technician,professional.course,no,cellular,108,999
45,admin,high.school,no,cellular,135,999
54,management,university.degree,no,cellular,339,999
34,technician,professional.course,no,cellular,462,999
29,admin,university.degree,no,cellular,97,999
59,retired,university.degree,no,cellular,28,999
51,services,high.school,no,cellular,179,999
38,technician,professional.course,no,cellular,109,999
45,technician,professional.course,no,cellular,139,999
42,admin,university.degree,no,telephone,103,999
55,unknown,unknown,no,cellular,105,999
43,admin,university.degree,no,cellular,213,999
52,blue-collar,basic.9y,yes,cellular,112,999
39,technician,high.school,no,cellular,255,999
53,technician,professional.course,yes,cellular,225,999
52,admin,high.school,no,cellular,131,999
55,unknown,unknown,no,cellular,103,999
32,technician,university.degree,no,cellular,77,999
51,management,university.degree,no,cellular,159,999
38,admin,university.degree,no,cellular,103,999
49,services,high.school,no,cellular,156,999
42,admin,university.degree,yes,cellular,81,999
52,admin,university.degree,no,cellular,94,999
38,admin,university.degree,no,cellular,113,999
33,admin,university.degree,yes,cellular,94,999
58,retired,high.school,no,cellular,35,999
33,admin,university.degree,no,cellular,96,999
55,retired,basic.9y,no,cellular,96,999
38,admin,university.degree,no,cellular,345,999
29,technician,professional.course,no,cellular,245,999
38,technician,professional.course,no,cellular,79,999
33,admin,university.degree,yes,cellular,128,999
33,admin,university.degree,no,cellular,204,999
33,admin,university.degree,no,cellular,156,999
32,technician,university.degree,no,cellular,67,999
59,admin,high.school,no,cellular,91,999
29,admin,university.degree,no,cellular,58,999
35,admin,university.degree,no,cellular,245,999
30,admin,university.degree,no,cellular,141,999
42,admin,university.degree,no,cellular,71,999
42,admin,university.degree,no,cellular,168,999
42,admin,university.degree,unknown,cellular,235,999
32,admin,university.degree,unknown,cellular,136,999
32,admin,university.degree,no,cellular,63,999
44,admin,professional.course,no,cellular,122,999
51,admin,university.degree,no,cellular,137,999
32,admin,university.degree,no,telephone,90,999
33,technician,professional.course,no,cellular,141,999
32,admin,university.degree,unknown,cellular,107,999
31,technician,university.degree,yes,cellular,180,999
46,technician,unknown,no,cellular,70,999
34,admin,high.school,no,cellular,96,999
34,admin,high.school,no,cellular,398,999
43,technician,high.school,no,cellular,60,999
45,admin,high.school,no,cellular,130,999
32,admin,university.degree,no,cellular,256,999
41,technician,professional.course,yes,cellular,264,999
54,services,high.school,no,cellular,95,999
41,technician,professional.course,no,cellular,307,999
41,technician,high.school,yes,cellular,210,999
42,admin,university.degree,no,cellular,77,999
41,housemaid,basic.4y,no,telephone,116,999
45,management,university.degree,yes,cellular,186,999
37,admin,university.degree,no,telephone,115,999
44,admin,high.school,no,cellular,93,999
49,services,unknown,no,telephone,104,999
32,technician,high.school,no,cellular,85,999
29,admin,university.degree,no,telephone,59,999
39,technician,university.degree,no,cellular,1028,999
29,admin,university.degree,no,cellular,186,999
50,management,university.degree,no,cellular,299,999
45,blue-collar,basic.9y,no,cellular,161,999
39,technician,university.degree,no,cellular,207,999
31,technician,professional.course,no,cellular,91,999
32,admin,university.degree,no,cellular,133,999
54,services,high.school,no,cellular,111,999
38,technician,university.degree,no,cellular,239,999
33,admin,university.degree,no,cellular,38,999
51,unknown,unknown,no,cellular,165,999
32,entrepreneur,university.degree,no,cellular,19,999
33,technician,professional.course,no,cellular,436,999
50,admin,basic.9y,unknown,cellular,49,999
38,technician,professional.course,no,cellular,64,999
35,admin,university.degree,no,cellular,511,999
31,admin,university.degree,no,cellular,961,999
34,admin,university.degree,no,cellular,76,999
41,management,university.degree,no,cellular,124,999
41,technician,high.school,no,cellular,66,999
33,unemployed,university.degree,no,cellular,54,999
45,technician,professional.course,no,cellular,29,999
33,technician,professional.course,no,cellular,56,999
32,admin,university.degree,yes,cellular,709,999
44,technician,professional.course,no,cellular,95,999
43,technician,high.school,no,telephone,251,999
33,unemployed,university.degree,no,cellular,59,999
30,admin,university.degree,no,cellular,398,999
53,self-employed,university.degree,no,cellular,47,999
38,admin,university.degree,no,cellular,173,999
33,admin,university.degree,no,cellular,69,999
30,admin,university.degree,no,cellular,77,999
53,self-employed,university.degree,no,cellular,300,999
55,blue-collar,basic.4y,no,cellular,94,999
53,self-employed,university.degree,no,cellular,39,999
40,self-employed,university.degree,no,cellular,81,999
40,admin,professional.course,no,telephone,18,999
29,technician,university.degree,no,telephone,36,999
60,admin,basic.9y,no,cellular,24,999
50,admin,university.degree,yes,cellular,70,999
49,blue-collar,basic.4y,no,cellular,21,999
31,admin,university.degree,yes,cellular,92,999
59,retired,basic.4y,no,telephone,162,999
39,technician,university.degree,unknown,cellular,116,999
59,retired,basic.4y,no,cellular,94,999
33,technician,professional.course,no,telephone,58,999
58,admin,university.degree,no,cellular,76,999
30,technician,high.school,no,cellular,90,999
38,admin,university.degree,no,cellular,14,999
35,technician,high.school,no,telephone,129,999
32,management,university.degree,no,cellular,157,999
33,unemployed,university.degree,no,telephone,145,999
35,technician,professional.course,yes,cellular,161,999
48,services,high.school,no,cellular,88,999
32,admin,university.degree,no,cellular,122,999
35,technician,high.school,no,cellular,133,999
35,technician,high.school,unknown,cellular,61,999
51,unknown,unknown,no,cellular,10,999
29,admin,university.degree,yes,cellular,493,999
47,admin,university.degree,no,cellular,451,999
51,admin,university.degree,no,telephone,86,999
34,technician,university.degree,no,cellular,168,999
29,technician,professional.course,yes,cellular,370,999
35,management,university.degree,no,cellular,93,999
30,admin,university.degree,yes,cellular,201,999
51,admin,university.degree,no,cellular,59,999
52,blue-collar,basic.9y,no,cellular,85,999
29,admin,university.degree,no,cellular,301,999
60,admin,basic.9y,no,cellular,60,999
45,admin,university.degree,no,cellular,27,999
38,admin,university.degree,no,telephone,20,999
53,management,university.degree,yes,telephone,81,999
53,management,university.degree,no,telephone,74,999
33,unemployed,university.degree,no,cellular,53,999
33,admin,university.degree,no,cellular,35,999
35,technician,high.school,no,telephone,117,999
50,admin,basic.9y,no,cellular,215,999
31,admin,university.degree,no,telephone,43,999
38,technician,professional.course,no,cellular,73,999
41,admin,university.degree,no,cellular,106,999
33,admin,university.degree,no,telephone,120,999
41,admin,university.degree,no,telephone,51,999
48,blue-collar,basic.4y,no,cellular,669,999
45,technician,professional.course,yes,cellular,46,999
33,admin,university.degree,no,cellular,127,999
62,retired,professional.course,no,cellular,212,999
42,admin,professional.course,yes,cellular,300,999
53,admin,university.degree,no,cellular,367,999
27,management,university.degree,no,cellular,52,999
35,services,high.school,no,cellular,297,999
26,admin,university.degree,no,telephone,77,999
30,unemployed,high.school,no,cellular,214,3
59,retired,basic.6y,no,cellular,228,999
39,blue-collar,basic.9y,no,cellular,378,999
45,blue-collar,basic.9y,yes,cellular,7,999
43,admin,university.degree,no,telephone,34,999
33,services,high.school,yes,cellular,347,999
35,blue-collar,basic.4y,no,cellular,291,999
34,services,professional.course,no,cellular,190,999
33,blue-collar,high.school,yes,cellular,164,999
33,blue-collar,high.school,no,cellular,92,999
60,blue-collar,unknown,no,cellular,26,999
34,services,professional.course,no,cellular,90,999
30,admin,university.degree,no,telephone,222,999
42,services,high.school,no,cellular,74,999
53,management,high.school,no,cellular,383,999
31,admin,university.degree,no,cellular,434,999
42,admin,professional.course,yes,cellular,172,999
45,blue-collar,basic.9y,no,cellular,54,999
49,unemployed,high.school,no,telephone,96,999
57,technician,university.degree,no,cellular,334,999
55,technician,basic.9y,no,cellular,180,999
25,technician,university.degree,yes,cellular,150,999
35,admin,professional.course,no,cellular,76,3
27,blue-collar,high.school,no,cellular,173,999
31,student,unknown,yes,cellular,63,999
58,retired,university.degree,no,telephone,101,999
43,admin,professional.course,yes,cellular,238,999
31,admin,university.degree,yes,cellular,79,999
31,services,high.school,no,cellular,619,999
38,admin,university.degree,no,cellular,190,999
36,entrepreneur,basic.9y,no,cellular,257,999
42,admin,university.degree,no,cellular,370,999
41,admin,high.school,no,cellular,306,999
35,services,high.school,no,cellular,130,999
39,technician,professional.course,no,cellular,1046,11
27,technician,university.degree,no,cellular,77,999
27,technician,university.degree,no,cellular,90,999
53,admin,high.school,no,cellular,181,999
19,student,unknown,no,cellular,121,999
27,technician,university.degree,no,telephone,336,999
44,admin,high.school,no,cellular,72,999
20,technician,university.degree,no,cellular,237,999
45,entrepreneur,basic.4y,no,cellular,211,999
42,admin,professional.course,no,cellular,458,9
36,management,university.degree,yes,cellular,110,999
31,blue-collar,basic.6y,no,cellular,392,999
34,self-employed,basic.4y,no,cellular,100,999
39,blue-collar,basic.9y,yes,cellular,124,999
35,admin,professional.course,no,cellular,115,999
